user_id,governorate,governorate_code,current_package_id,current_package_size_gb,current_package_price,current_speed_mbps,number_of_devices,device_group,renewal_date,days_passed,days_until_renewal,usage_so_far_gb,remaining_gb,projected_usage_gb,actual_speed_mbps,user_profile,recommended_package_id,is_change
82106513,Beni Suef,082,STD-1111-140,140,210,30,2,small (1-4),2026-05-11,6,24,14.88,125.12,74.4,21.21,normal,STD-1111-140,0
50473178,Dakahlia,050,STD-1111-200,200,290,30,5,large (5-9),2026-04-26,21,9,87.86,112.14,125.51,13.42,normal,STD-1111-200,0
38013267,Alexandria,03,STD-1111-600,600,850,30,2,small (1-4),2026-05-11,6,24,161.95,438.05,809.75,21.21,over,STD-2222-1000,1
36064746,Alexandria,03,STD-2222-1000,1000,1560,70,5,large (5-9),2026-04-23,24,6,856.22,143.78,1070.28,31.3,heavy,STD-5555-1000,1
97872343,Aswan,097,STD-2222-250,250,530,70,5,large (5-9),2026-04-23,24,6,262.5,0.0,328.12,31.3,over,STD-1111-400,1
25009788,Cairo,02,STD-1111-140,140,210,30,4,small (1-4),2026-04-30,17,13,74.43,65.57,131.35,15.0,heavy,STD-1111-140,0
93121913,Sohag,093,STD-1111-1000,1000,1360,30,2,small (1-4),2026-04-28,19,11,821.0,179.0,1296.32,21.21,over,STD-5555-1000,1
29091699,Giza,02,STD-2222-600,600,1040,70,5,large (5-9),2026-05-08,9,21,197.1,402.9,657.0,31.3,heavy,STD-2222-1000,1
33534624,Alexandria,03,STD-2222-250,250,530,70,5,large (5-9),2026-05-16,1,29,10.18,239.82,305.4,31.3,heavy,STD-1111-400,1
86799118,Minya,086,STD-1111-250,250,360,30,3,small (1-4),2026-05-08,9,21,86.4,163.6,288.0,17.32,over,STD-1111-400,1
45251354,Beheira,045,STD-1111-250,250,360,30,5,large (5-9),2026-04-27,20,10,233.41,16.59,350.12,13.42,over,STD-2222-600,1
28084124,Cairo,02,STD-4444-1000,1000,1760,200,3,small (1-4),2026-05-13,4,26,111.34,888.66,835.05,115.47,heavy,STD-4444-1000,0
38244935,Alexandria,03,STD-4444-1000,1000,1760,200,8,large (5-9),2026-05-01,16,14,844.07,155.93,1582.63,70.71,over,STD-5555-1000,1
45401640,Beheira,045,STD-2222-250,250,530,70,3,small (1-4),2026-04-22,25,5,105.81,144.19,126.97,40.41,normal,STD-1111-140,1
22427868,Cairo,02,STD-3333-250,250,700,100,6,large (5-9),2026-04-18,29,1,167.33,82.67,173.1,40.82,normal,STD-3333-250,0
32805982,Alexandria,03,STD-4444-1000,1000,1760,200,6,large (5-9),2026-05-15,2,28,56.16,943.84,842.4,81.65,normal,STD-4444-1000,0
48450533,Monufia,048,STD-3333-600,600,1230,100,3,small (1-4),2026-04-19,28,2,630.0,0.0,675.0,57.74,over,STD-2222-1000,1
26923226,Cairo,02,STD-1111-140,140,210,30,6,large (5-9),2026-04-23,24,6,147.0,0.0,183.75,12.25,over,STD-2222-250,1
40563421,Gharbia,040,STD-2222-600,600,1040,70,5,large (5-9),2026-05-10,7,23,160.35,439.65,687.21,31.3,heavy,STD-2222-1000,1
27543303,Giza,02,STD-3333-600,600,1230,100,6,large (5-9),2026-05-08,9,21,288.45,311.55,961.5,40.82,over,STD-5555-1000,1
45145868,Beheira,045,STD-1111-140,140,210,30,2,small (1-4),2026-05-08,9,21,40.59,99.41,135.3,21.21,heavy,STD-1111-140,0
22940196,Giza,02,STD-2222-600,600,1040,70,2,small (1-4),2026-04-21,26,4,143.02,456.98,165.02,49.5,casual,STD-1111-200,1
84569816,Faiyum,084,STD-2222-250,250,530,70,4,small (1-4),2026-05-03,14,16,133.96,116.04,287.06,35.0,heavy,STD-1111-400,1
66088356,Port Said,066,STD-2222-250,250,530,70,1,small (1-4),2026-04-25,22,8,182.46,67.54,248.81,70.0,over,STD-2222-250,0
95595148,Luxor,095,STD-1111-140,140,210,30,5,large (5-9),2026-05-07,10,20,14.14,125.86,42.42,13.42,casual,STD-1111-140,0
95823662,Qena,095,STD-5555-1000,1000,2000,500,8,large (5-9),2026-05-07,10,20,463.26,536.74,1389.78,176.78,heavy,STD-5555-1000,0
26804436,Giza,02,STD-2222-250,250,530,70,7,large (5-9),2026-05-02,15,15,232.83,17.17,465.66,26.46,over,STD-2222-600,1
40738721,Gharbia,040,STD-1111-140,140,210,30,3,small (1-4),2026-04-25,22,8,26.91,113.09,36.7,17.32,casual,STD-1111-140,0
47951343,Kafr El Sheikh,047,STD-1111-400,400,570,30,1,small (1-4),2026-05-01,16,14,82.66,317.34,154.99,30.0,casual,STD-1111-200,1
64917693,Ismailia,064,STD-2222-250,250,530,70,5,large (5-9),2026-05-04,13,17,128.33,121.67,296.15,31.3,heavy,STD-1111-400,1
82763201,Beni Suef,082,STD-4444-1000,1000,1760,200,5,large (5-9),2026-04-24,23,7,695.86,304.14,907.64,89.44,normal,STD-4444-1000,0
55870831,Sharqia,055,STD-2222-600,600,1040,70,4,small (1-4),2026-04-21,26,4,408.77,191.23,471.66,35.0,normal,STD-2222-600,0
88788957,Assiut,088,STD-1111-250,250,360,30,4,small (1-4),2026-04-20,27,3,262.5,0.0,291.67,15.0,over,STD-1111-400,1
28727743,Cairo,02,STD-2222-600,600,1040,70,4,small (1-4),2026-05-08,9,21,191.21,408.79,637.37,35.0,heavy,STD-2222-600,0
28734714,Cairo,02,STD-3333-250,250,700,100,7,large (5-9),2026-05-14,3,27,36.93,213.07,369.3,37.8,over,STD-2222-600,1
55223623,Sharqia,055,STD-2222-250,250,530,70,2,small (1-4),2026-05-03,14,16,64.4,185.6,138.0,49.5,normal,STD-1111-200,1
25876036,Cairo,02,STD-3333-600,600,1230,100,4,small (1-4),2026-05-16,1,29,20.74,579.26,622.2,50.0,heavy,STD-3333-600,0
65967054,Red Sea,065,STD-3333-250,250,700,100,3,small (1-4),2026-04-19,28,2,212.76,37.24,227.96,57.74,heavy,STD-3333-250,0
50688937,Dakahlia,050,STD-4444-1000,1000,1760,200,1,small (1-4),2026-05-06,11,19,380.25,619.75,1037.05,200.0,over,STD-4444-1000,0
57627298,Damietta,057,STD-1111-140,140,210,30,2,small (1-4),2026-05-04,13,17,49.71,90.29,114.72,21.21,heavy,STD-1111-140,0
40990162,Gharbia,040,STD-1111-600,600,850,30,4,small (1-4),2026-05-06,11,19,194.43,405.57,530.26,15.0,normal,STD-1111-600,0
64375564,Ismailia,064,STD-2222-250,250,530,70,4,small (1-4),2026-04-20,27,3,257.91,0.0,286.57,35.0,heavy,STD-1111-400,1
36417080,Alexandria,03,STD-1111-140,140,210,30,1,small (1-4),2026-04-22,25,5,82.65,57.35,99.18,30.0,normal,STD-1111-140,0
20033092,Cairo,02,STD-2222-250,250,530,70,4,small (1-4),2026-05-01,16,14,90.87,159.13,170.38,35.0,normal,STD-1111-200,1
55193745,Sharqia,055,STD-2222-250,250,530,70,2,small (1-4),2026-05-13,4,26,26.32,223.68,197.4,49.5,heavy,STD-2222-250,0
47241904,Kafr El Sheikh,047,STD-1111-250,250,360,30,1,small (1-4),2026-05-04,13,17,88.28,161.72,203.72,30.0,heavy,STD-1111-250,0
55631931,Sharqia,055,STD-1111-140,140,210,30,4,small (1-4),2026-04-21,26,4,95.75,44.25,110.48,15.0,normal,STD-1111-140,0
48190586,Monufia,048,STD-4444-1000,1000,1760,200,5,large (5-9),2026-05-14,3,27,176.55,823.45,1765.5,89.44,over,STD-5555-1000,1
38506716,Alexandria,03,STD-2222-1000,1000,1560,70,4,small (1-4),2026-04-24,23,7,831.71,168.29,1084.84,35.0,heavy,STD-5555-1000,1
32628498,Alexandria,03,STD-1111-140,140,210,30,5,large (5-9),2026-05-02,15,15,32.17,107.83,64.34,13.42,casual,STD-1111-140,0
26945314,Cairo,02,STD-2222-250,250,530,70,2,small (1-4),2026-04-27,20,10,242.93,7.07,364.4,49.5,over,STD-2222-600,1
36507527,Alexandria,03,STD-2222-250,250,530,70,1,small (1-4),2026-04-21,26,4,117.02,132.98,135.02,70.0,normal,STD-1111-200,1
24549480,Cairo,02,STD-4444-1000,1000,1760,200,4,small (1-4),2026-05-03,14,16,497.4,502.6,1065.86,100.0,heavy,STD-4444-1000,0
84783777,Faiyum,084,STD-3333-600,600,1230,100,3,small (1-4),2026-05-14,3,27,94.11,505.89,941.1,57.74,over,STD-5555-1000,1
68436349,South Sinai,068,STD-3333-250,250,700,100,3,small (1-4),2026-04-23,24,6,182.02,67.98,227.53,57.74,heavy,STD-3333-250,0
95855744,Qena,095,STD-3333-600,600,1230,100,3,small (1-4),2026-05-13,4,26,47.79,552.21,358.42,57.74,normal,STD-1111-400,1
23518233,Cairo,02,STD-2222-250,250,530,70,2,small (1-4),2026-04-22,25,5,81.04,168.96,97.25,49.5,casual,STD-1111-140,1
93894134,Sohag,093,STD-3333-250,250,700,100,1,small (1-4),2026-05-11,6,24,56.08,193.92,280.4,100.0,over,STD-1111-400,1
34082400,Alexandria,03,STD-2222-600,600,1040,70,6,large (5-9),2026-04-19,28,2,241.36,358.64,258.6,28.58,casual,STD-1111-400,1
50710947,Dakahlia,050,STD-3333-600,600,1230,100,4,small (1-4),2026-05-06,11,19,310.11,289.89,845.75,50.0,over,STD-2222-1000,1
84204711,Faiyum,084,STD-1111-140,140,210,30,1,small (1-4),2026-05-15,2,28,5.62,134.38,84.3,30.0,normal,STD-1111-140,0
40229413,Gharbia,040,STD-3333-250,250,700,100,7,large (5-9),2026-04-22,25,5,245.72,4.28,294.86,37.8,heavy,STD-1111-400,1
26999386,Cairo,02,STD-1111-140,140,210,30,4,small (1-4),2026-05-03,14,16,42.67,97.33,91.44,15.0,normal,STD-1111-140,0
57499091,Damietta,057,STD-4444-1000,1000,1760,200,7,large (5-9),2026-05-10,7,23,491.92,508.08,2108.23,75.59,over,STD-5555-1000,1
23412328,Cairo,02,STD-1111-400,400,570,30,2,small (1-4),2026-04-27,20,10,52.18,347.82,78.27,21.21,casual,STD-1111-140,1
95740344,Luxor,095,STD-1111-140,140,210,30,3,small (1-4),2026-05-02,15,15,28.76,111.24,57.52,17.32,casual,STD-1111-140,0
62134936,Suez,062,STD-4444-1000,1000,1760,200,3,small (1-4),2026-05-08,9,21,269.79,730.21,899.3,115.47,heavy,STD-4444-1000,0
55210249,Sharqia,055,STD-1111-140,140,210,30,4,small (1-4),2026-04-28,19,11,145.47,0.0,229.69,15.0,over,STD-1111-400,1
24717464,Cairo,02,STD-2222-1000,1000,1560,70,5,large (5-9),2026-05-15,2,28,72.85,927.15,1092.75,31.3,heavy,STD-5555-1000,1
36594013,Alexandria,03,STD-2222-1000,1000,1560,70,7,large (5-9),2026-04-20,27,3,1050.0,0.0,1166.67,26.46,over,STD-5555-1000,1
29904902,Cairo,02,STD-2222-600,600,1040,70,1,small (1-4),2026-05-11,6,24,32.15,567.85,160.75,70.0,casual,STD-1111-200,1
68967175,South Sinai,068,STD-4444-1000,1000,1760,200,5,large (5-9),2026-05-06,11,19,498.99,501.01,1360.88,89.44,over,STD-5555-1000,1
48125674,Monufia,048,STD-3333-250,250,700,100,4,small (1-4),2026-05-15,2,28,16.86,233.14,252.9,50.0,heavy,STD-3333-250,0
93715451,Sohag,093,STD-4444-1000,1000,1760,200,3,small (1-4),2026-05-04,13,17,731.49,268.51,1688.05,115.47,over,STD-5555-1000,1
50808760,Dakahlia,050,STD-1111-200,200,290,30,3,small (1-4),2026-04-26,21,9,120.66,79.34,172.37,17.32,heavy,STD-1111-200,0
37034824,Alexandria,03,STD-4444-1000,1000,1760,200,1,small (1-4),2026-04-24,23,7,679.8,320.2,886.7,200.0,heavy,STD-4444-1000,0
57710932,Damietta,057,STD-3333-600,600,1230,100,3,small (1-4),2026-05-09,8,22,157.82,442.18,591.82,57.74,heavy,STD-3333-600,0
21712748,Cairo,02,STD-3333-600,600,1230,100,4,small (1-4),2026-05-03,14,16,123.65,476.35,264.96,50.0,casual,STD-1111-400,1
47773782,Kafr El Sheikh,047,STD-4444-1000,1000,1760,200,7,large (5-9),2026-04-18,29,1,1050.0,0.0,1086.21,75.59,heavy,STD-5555-1000,1
22146584,Cairo,02,STD-5555-1000,1000,2000,500,7,large (5-9),2026-05-07,10,20,632.55,367.45,1897.65,188.98,over,STD-5555-1000,0
47499727,Kafr El Sheikh,047,STD-4444-1000,1000,1760,200,9,large (5-9),2026-04-29,18,12,1050.0,0.0,1750.0,66.67,over,STD-5555-1000,1
55675339,Sharqia,055,STD-1111-400,400,570,30,3,small (1-4),2026-04-19,28,2,374.97,25.03,401.75,17.32,heavy,STD-1111-400,0
82605766,Beni Suef,082,STD-2222-600,600,1040,70,9,large (5-9),2026-05-12,5,25,72.98,527.02,437.88,23.33,casual,STD-2222-600,0
95702895,Luxor,095,STD-1111-140,140,210,30,2,small (1-4),2026-04-19,28,2,92.15,47.85,98.73,21.21,normal,STD-1111-140,0
97718702,Aswan,097,STD-2222-600,600,1040,70,2,small (1-4),2026-05-01,16,14,281.45,318.55,527.72,49.5,heavy,STD-2222-600,0
34596158,Alexandria,03,STD-3333-600,600,1230,100,6,large (5-9),2026-05-06,11,19,337.01,262.99,919.12,40.82,over,STD-5555-1000,1
55780913,Sharqia,055,STD-2222-1000,1000,1560,70,3,small (1-4),2026-04-23,24,6,676.63,323.37,845.79,40.41,normal,STD-2222-1000,0
31611724,Alexandria,03,STD-2222-600,600,1040,70,1,small (1-4),2026-05-15,2,28,49.8,550.2,747.0,70.0,over,STD-2222-1000,1
57504556,Damietta,057,STD-1111-200,200,290,30,2,small (1-4),2026-04-21,26,4,178.06,21.94,205.45,21.21,over,STD-1111-200,0
47222196,Kafr El Sheikh,047,STD-4444-1000,1000,1760,200,4,small (1-4),2026-05-09,8,22,401.24,598.76,1504.65,100.0,over,STD-5555-1000,1
55792374,Sharqia,055,STD-2222-1000,1000,1560,70,3,small (1-4),2026-05-02,15,15,320.23,679.77,640.46,40.41,normal,STD-2222-1000,0
97482175,Aswan,097,STD-3333-250,250,700,100,8,large (5-9),2026-05-07,10,20,164.46,85.54,493.38,35.36,over,STD-2222-600,1
50647436,Dakahlia,050,STD-1111-250,250,360,30,2,small (1-4),2026-05-05,12,18,44.58,205.42,111.45,21.21,casual,STD-1111-140,1
29440640,Giza,02,STD-1111-140,140,210,30,2,small (1-4),2026-04-25,22,8,137.64,2.36,187.69,21.21,over,STD-2222-250,1
20974395,Cairo,02,STD-1111-600,600,850,30,2,small (1-4),2026-04-22,25,5,433.43,166.57,520.12,21.21,heavy,STD-1111-600,0
55210470,Sharqia,055,STD-1111-140,140,210,30,2,small (1-4),2026-04-23,24,6,107.72,32.28,134.65,21.21,heavy,STD-1111-140,0
22145623,Cairo,02,STD-1111-140,140,210,30,3,small (1-4),2026-04-30,17,13,80.89,59.11,142.75,17.32,over,STD-1111-140,0
50842474,Dakahlia,050,STD-2222-600,600,1040,70,4,small (1-4),2026-05-06,11,19,339.34,260.66,925.47,35.0,over,STD-5555-1000,1
21712368,Cairo,02,STD-1111-400,400,570,30,4,small (1-4),2026-04-29,18,12,165.84,234.16,276.4,15.0,normal,STD-1111-400,0
95175496,Qena,095,STD-3333-600,600,1230,100,3,small (1-4),2026-05-05,12,18,364.54,235.46,911.35,57.74,over,STD-5555-1000,1
21370985,Giza,02,STD-2222-600,600,1040,70,4,small (1-4),2026-04-20,27,3,630.0,0.0,700.0,35.0,over,STD-2222-1000,1
37461200,Alexandria,03,STD-1111-140,140,210,30,5,large (5-9),2026-05-01,16,14,81.04,58.96,151.95,13.42,heavy,STD-1111-200,1
66113826,Port Said,066,STD-2222-250,250,530,70,3,small (1-4),2026-04-29,18,12,97.19,152.81,161.98,40.41,normal,STD-1111-200,1
50692617,Dakahlia,050,STD-2222-250,250,530,70,3,small (1-4),2026-05-08,9,21,69.97,180.03,233.23,40.41,heavy,STD-2222-250,0
20537735,Cairo,02,STD-2222-250,250,530,70,3,small (1-4),2026-04-26,21,9,196.95,53.05,281.36,40.41,over,STD-1111-400,1
93506431,Sohag,093,STD-3333-250,250,700,100,5,large (5-9),2026-04-20,27,3,260.37,0.0,289.3,44.72,heavy,STD-1111-400,1
27139005,Cairo,02,STD-3333-250,250,700,100,4,small (1-4),2026-05-14,3,27,25.8,224.2,258.0,50.0,heavy,STD-3333-250,0
28393352,Cairo,02,STD-2222-600,600,1040,70,4,small (1-4),2026-04-27,20,10,630.0,0.0,945.0,35.0,over,STD-5555-1000,1
30422842,Alexandria,03,STD-1111-140,140,210,30,3,small (1-4),2026-05-05,12,18,12.02,127.98,30.05,17.32,casual,STD-1111-140,0
23950240,Cairo,02,STD-1111-140,140,210,30,3,small (1-4),2026-05-03,14,16,74.81,65.19,160.31,17.32,over,STD-1111-200,1
28117758,Cairo,02,STD-1111-200,200,290,30,1,small (1-4),2026-04-27,20,10,80.15,119.85,120.22,30.0,normal,STD-1111-140,1
69084700,North Sinai,069,STD-4444-1000,1000,1760,200,4,small (1-4),2026-04-19,28,2,1050.0,0.0,1125.0,100.0,over,STD-5555-1000,1
82661771,Beni Suef,082,STD-3333-600,600,1230,100,3,small (1-4),2026-05-12,5,25,155.19,444.81,931.14,57.74,over,STD-5555-1000,1
40499856,Gharbia,040,STD-3333-250,250,700,100,3,small (1-4),2026-04-30,17,13,158.24,91.76,279.25,57.74,heavy,STD-1111-400,1
34789611,Alexandria,03,STD-2222-250,250,530,70,4,small (1-4),2026-04-23,24,6,214.89,35.11,268.61,35.0,heavy,STD-1111-400,1
47367365,Kafr El Sheikh,047,STD-1111-200,200,290,30,5,large (5-9),2026-05-04,13,17,140.76,59.24,324.83,13.42,over,STD-1111-400,1
40615654,Gharbia,040,STD-1111-140,140,210,30,4,small (1-4),2026-05-14,3,27,20.68,119.32,206.8,15.0,over,STD-2222-250,1
68111615,South Sinai,068,STD-2222-600,600,1040,70,7,large (5-9),2026-04-29,18,12,630.0,0.0,1050.0,26.46,over,STD-5555-1000,1
62098851,Suez,062,STD-2222-250,250,530,70,4,small (1-4),2026-05-03,14,16,129.78,120.22,278.1,35.0,heavy,STD-1111-400,1
95049451,Qena,095,STD-1111-250,250,360,30,7,large (5-9),2026-05-10,7,23,48.79,201.21,209.1,11.34,normal,STD-1111-250,0
95273158,Luxor,095,STD-2222-600,600,1040,70,2,small (1-4),2026-04-21,26,4,629.65,0.0,726.52,49.5,over,STD-2222-1000,1
86689980,Minya,086,STD-2222-250,250,530,70,6,large (5-9),2026-04-25,22,8,262.5,0.0,357.95,28.58,over,STD-2222-600,1
24024455,Cairo,02,STD-2222-250,250,530,70,4,small (1-4),2026-05-04,13,17,63.37,186.63,146.24,35.0,normal,STD-1111-200,1
88120183,Assiut,088,STD-3333-250,250,700,100,7,large (5-9),2026-05-02,15,15,197.3,52.7,394.6,37.8,over,STD-2222-600,1
50525459,Dakahlia,050,STD-3333-250,250,700,100,6,large (5-9),2026-04-22,25,5,262.5,0.0,315.0,40.82,over,STD-1111-400,1
93901476,Sohag,093,STD-4444-1000,1000,1760,200,5,large (5-9),2026-05-02,15,15,756.24,243.76,1512.48,89.44,over,STD-5555-1000,1
26438156,Cairo,02,STD-1111-140,140,210,30,3,small (1-4),2026-04-30,17,13,16.27,123.73,28.71,17.32,casual,STD-1111-140,0
84403690,Faiyum,084,STD-4444-1000,1000,1760,200,4,small (1-4),2026-05-07,10,20,291.86,708.14,875.58,100.0,heavy,STD-4444-1000,0
23244510,Cairo,02,STD-3333-250,250,700,100,3,small (1-4),2026-04-29,18,12,199.38,50.62,332.3,57.74,over,STD-1111-400,1
40388516,Gharbia,040,STD-1111-400,400,570,30,5,large (5-9),2026-05-15,2,28,24.91,375.09,373.65,13.42,normal,STD-1111-400,0
26071596,Cairo,02,STD-1111-400,400,570,30,1,small (1-4),2026-05-13,4,26,32.44,367.56,243.3,30.0,normal,STD-1111-400,0
26052975,Cairo,02,STD-4444-1000,1000,1760,200,6,large (5-9),2026-04-19,28,2,1050.0,0.0,1125.0,81.65,over,STD-5555-1000,1
57136968,Damietta,057,STD-2222-250,250,530,70,3,small (1-4),2026-05-09,8,22,62.52,187.48,234.45,40.41,heavy,STD-2222-250,0
93521818,Sohag,093,STD-2222-1000,1000,1560,70,3,small (1-4),2026-04-18,29,1,892.54,107.46,923.32,40.41,heavy,STD-2222-1000,0
25523124,Cairo,02,STD-3333-250,250,700,100,4,small (1-4),2026-04-26,21,9,159.33,90.67,227.61,50.0,heavy,STD-3333-250,0
88127799,Assiut,088,STD-1111-600,600,850,30,2,small (1-4),2026-04-18,29,1,166.61,433.39,172.36,21.21,casual,STD-1111-200,1
66995527,Port Said,066,STD-2222-250,250,530,70,5,large (5-9),2026-05-08,9,21,93.24,156.76,310.8,31.3,over,STD-1111-400,1
64905814,Ismailia,064,STD-1111-140,140,210,30,5,large (5-9),2026-05-15,2,28,3.55,136.45,53.25,13.42,casual,STD-1111-140,0
69054119,North Sinai,069,STD-3333-600,600,1230,100,1,small (1-4),2026-04-21,26,4,307.64,292.36,354.97,100.0,normal,STD-1111-400,1
55079359,Sharqia,055,STD-1111-200,200,290,30,3,small (1-4),2026-05-12,5,25,33.92,166.08,203.52,17.32,heavy,STD-1111-200,0
84071518,Faiyum,084,STD-2222-600,600,1040,70,4,small (1-4),2026-05-02,15,15,496.66,103.34,993.32,35.0,over,STD-5555-1000,1
95889255,Qena,095,STD-3333-250,250,700,100,4,small (1-4),2026-05-04,13,17,186.6,63.4,430.62,50.0,over,STD-2222-600,1
26590515,Giza,02,STD-1111-200,200,290,30,2,small (1-4),2026-04-23,24,6,130.34,69.66,162.92,21.21,heavy,STD-1111-200,0
39251925,Alexandria,03,STD-1111-250,250,360,30,2,small (1-4),2026-04-26,21,9,43.68,206.32,62.4,21.21,casual,STD-1111-140,1
26291486,Cairo,02,STD-4444-1000,1000,1760,200,2,small (1-4),2026-04-24,23,7,713.3,286.7,930.39,141.42,heavy,STD-4444-1000,0
38168505,Alexandria,03,STD-3333-250,250,700,100,9,large (5-9),2026-05-10,7,23,106.58,143.42,456.77,33.33,over,STD-2222-600,1
25733221,Cairo,02,STD-3333-250,250,700,100,2,small (1-4),2026-04-29,18,12,88.02,161.98,146.7,70.71,normal,STD-1111-200,1
28059296,Giza,02,STD-2222-250,250,530,70,4,small (1-4),2026-05-11,6,24,59.55,190.45,297.75,35.0,over,STD-1111-400,1
62927065,Suez,062,STD-2222-250,250,530,70,4,small (1-4),2026-05-07,10,20,91.16,158.84,273.48,35.0,heavy,STD-1111-400,1
40738347,Gharbia,040,STD-3333-600,600,1230,100,3,small (1-4),2026-05-10,7,23,232.25,367.75,995.36,57.74,over,STD-5555-1000,1
35977468,Alexandria,03,STD-2222-250,250,530,70,5,large (5-9),2026-04-21,26,4,262.5,0.0,302.88,31.3,over,STD-1111-400,1
29240758,Cairo,02,STD-1111-140,140,210,30,4,small (1-4),2026-04-24,23,7,94.09,45.91,122.73,15.0,normal,STD-1111-140,0
28141247,Giza,02,STD-1111-400,400,570,30,1,small (1-4),2026-05-09,8,22,101.52,298.48,380.7,30.0,heavy,STD-1111-400,0
27506068,Giza,02,STD-1111-140,140,210,30,3,small (1-4),2026-05-04,13,17,60.26,79.74,139.06,17.32,heavy,STD-1111-140,0
66153051,Port Said,066,STD-1111-250,250,360,30,5,large (5-9),2026-05-12,5,25,36.15,213.85,216.9,13.42,normal,STD-1111-250,0
20472779,Giza,02,STD-1111-140,140,210,30,7,large (5-9),2026-05-14,3,27,18.32,121.68,183.2,11.34,over,STD-2222-250,1
20432898,Giza,02,STD-2222-250,250,530,70,3,small (1-4),2026-05-13,4,26,44.36,205.64,332.7,40.41,over,STD-1111-400,1
93036971,Sohag,093,STD-1111-200,200,290,30,2,small (1-4),2026-04-18,29,1,97.01,102.99,100.36,21.21,normal,STD-1111-140,1
47798089,Kafr El Sheikh,047,STD-2222-600,600,1040,70,5,large (5-9),2026-04-27,20,10,577.44,22.56,866.16,31.3,over,STD-2222-1000,1
